Timestamp,CPU Usage,Memory Percent
2023-11-27 09:57:29,1.1,74.8
2023-11-27 09:57:29,1.1,74.8
2023-11-27 15:03:18,1.1,74.8
2023-11-27 15:03:18,1.1,74.8
2023-11-27 15:05:53,1.2,75.9
2023-11-27 15:05:53,1.2,75.9
2023-11-27 15:06:03,1.2,75.9
